Rowid,AS_LOCATIONS2011,X,Y,KD490_4KM_A20111,KD490_4KM_A201_1,KD490_4KM_A201_2,KD490_4KM_A201_3,KD490_4KM_A201_4,KD490_4KM_A201_5,KD490_4KM_A201_6,KD490_4KM_A201_7
646,7995464,-90.82871871,29.02570009,0,0.58209002,0,0,0,0,0.657199979,0
647,7995464,-92.00906495,29.02564742,0,0.363709986,0,0,0.957639992,0,0.331400007,0.138630003
648,7995464,-90.7620528,29.02510933,0,0.543380022,0,0,0,0,0.635200024,0
649,7995464,-90.66502853,29.02488867,0,0,0,0,0,0,0,0
650,7995464,-90.91395361,29.02482269,0,0.637059987,0,0,0,0,0.731100023,0
651,7995464,-90.34389031,29.02405015,0,0,0,0,0,0,0,0.31268999
652,7995464,-89.79917631,29.02375312,0,0,0.562870026,0,0,0,1.651800036,0.583199978
653,7995464,-90.73396464,29.02340751,0,0.543380022,0,0,0,0,0.635200024,0
654,7995464,-91.7694,29.02283333,0,0.352310002,0,0,1.448709965,0,0.676549971,0
655,7995464,-92.35603886,29.02272351,0,0.219970003,0,0,0.655799985,0,0.628279984,0.306199998
656,7995464,-92.51322252,29.02268063,0,0.244599998,0,0,0.739759982,0,0.268700004,0.173769996
657,7995464,-92.97284182,29.02144896,0,0,0,0,0.436760008,0,0.204319999,0.231000006
658,7995464,-92.93836873,29.02061861,0,0,0,0,0.458779991,0,0.219339997,0.259799987
659,7995464,-90.94204544,29.01989689,0,0.569920003,0,0,0,0,0.734099984,0
660,7995464,-93.65204373,29.01976379,0,0,0,0,0,0.141249999,0.126670003,0
661,7995464,-88.92208333,29.0196,0,0,0,0,0,0,0,0
662,7995464,-92.0144567,29.01828505,0,0.363709986,0,0,0.957639992,0,0.331400007,0.138630003
663,7995464,-92.79797189,29.01797625,0,0,0,0,1.346600056,0,0.273189992,0
664,7995464,-91.77029482,29.0178498,0,0.352310002,0,0,1.448709965,0,0.676549971,0
665,7995464,-92.30818079,29.01748593,0,0.2491,0,0,0.772520006,0,0.352910012,0.360599995
666,7995464,-88.74751367,29.01740262,0,0,0,2.530960083,0,0,1.180999994,0
667,7995464,-90.1726,29.01673333,0,0,0,0,0,0,0.749759972,0.299890012
668,7995464,-90.3306,29.01671667,0,0,0,0,0,0,0.449200004,0.228520006
669,7995464,-88.88796667,29.0167,0,0,0,0,0,0,1.814299941,0
670,7995464,-92.0246371,29.01557115,0,0.363709986,0,0,0.957639992,0,0.331400007,0.138630003
671,7995464,-90.35641613,29.01530766,0,0,0,0,0,0,0,0.31268999
672,7995464,-92.3754,29.01521667,0,0.219819993,0,0,0.676500022,0,0.524089992,0.211600006
673,7995464,-91.91963611,29.0146508,0,0.395110011,0,0,1.25,0,0.347039998,0.199039996
674,7995464,-89.00655051,29.01461216,0,0,1.492900014,0,0,0,0,0
675,7995464,-92.37005,29.01418333,0,0.219970003,0,0,0.655799985,0,0.628279984,0.306199998
676,7995464,-89.97635582,29.01351376,0,0,0,0,0,0,0.7755,0.539470017
677,7995464,-90.20826211,29.01328136,0,0,0,0,0,0,0.749759972,0.299890012
678,7995464,-92.80644011,29.01291692,0,0,0,0,1.346600056,0,0.273189992,0
679,7995464,-90.15448333,29.01243333,0,0,0,0,0,0,0.644959986,0.498329997
680,7995464,-91.07251667,29.01215,0,0,0,0,0.993499994,0,0,0
681,7995464,-92.73398133,29.01155533,0,0,0,0,0.893980026,0,0.230810001,0
682,7995464,-92.52093333,29.00976667,0,0.244599998,0,0,0.739759982,0,0.268700004,0.173769996
683,7995464,-92.30996118,29.00918452,0,0.2491,0,0,0.772520006,0,0.352910012,0.360599995
684,7995464,-91.58811667,29.00906667,0,0.564580023,0,0,1.684430003,0,0.861859977,0
685,7995464,-89.78938236,29.00871307,0,0,0.531130016,0,0,0,0,0.558359981
686,7995464,-91.0095129,29.00840156,0,0,0,0,0,0,0,0
687,7995464,-90.1490335,29.0075375,0,0,0,0,0,0,0.644959986,0.498329997
688,7995464,-93.15549616,29.00738005,0,0,0,0,0.509509981,0,0.190420002,0
689,7995464,-90.36865862,29.00641517,0,0,0,0,0,0,0,0.31268999
690,7995464,-94.11192325,29.00613729,0,0,0,0,0,0.118419997,0.10255,0
691,7995464,-93.1284192,29.00612066,0,0,0,0,0.509509981,0,0.190420002,0
692,7995464,-91.91550378,29.005689,0,0.391330004,0,0,1.005740047,0,0.380250007,0.17825
693,7995464,-89.59365103,29.00562578,0,0,0.751070023,0,0,0,0,1.296329975
694,7995464,-93.17715809,29.00522363,0,0,0,0,0.397799999,0,0.186100006,0
695,7995464,-89.78873236,29.00502974,0,0,0.531130016,0,0,0,0,0.558359981
696,7995464,-93.85588333,29.0047,0,0,0,0,0,0.128179997,0.136610001,0
697,7995464,-91.41283333,29.00451667,0,0,0,0,3.946700096,0,0.942040026,0
698,7995464,-92.75899922,29.00429157,0,0,0,0,0.893980026,0,0.230810001,0
699,7995464,-91.58773908,29.00428021,0,0.564580023,0,0,1.684430003,0,0.861859977,0
700,7995464,-90.5242,29.00376667,0,0.492700011,0,0,0,0,0,0
701,7995464,-92.83501544,29.00367197,0,0,0,0,0.819379985,0,0.281080008,0
702,7995464,-89.78796377,29.00290588,0,0,0.531130016,0,0,0,0,0.558359981
703,7995464,-90.70958333,29.00208333,0,0.543380022,0,0,0,0,0.635200024,0
704,7995464,-91.09546128,29.00189003,0,0,0,0,0.993499994,0,0,0
705,7995464,-92.04275,29.00168333,0,0.318639994,0,0,0.893369973,0,0.280449986,0.264279991
706,7995464,-91.59441743,29.00133519,0,0.564580023,0,0,1.684430003,0,0.861859977,0
707,7995464,-90.41205472,29.00077208,0,0,0,0,0,0,0,0.291040003
708,7995464,-90.76345,29.00053333,0,0.543380022,0,0,0,0,0.635200024,0
709,7995464,-90.84976706,29.00014829,0,0.61619997,0,0,0,0,0.702400029,0
710,7995464,-90.16823333,28.99996667,0,0,0,0,0,0,0.622749984,0.212620005
711,7995464,-91.589713,28.99955372,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
712,7995464,-90.52356731,28.99925495,0,0,0,0,0,0,0,0
713,7995464,-92.52343158,28.99803706,0,0,0,0,0.634310007,0,0.198139995,0.175270006
714,7995464,-93.16659242,28.99691851,0,0,0,0,0.373400003,0,0.180439994,0
715,7995464,-93.40835,28.99681667,0,0,0,0,0,0,0.135089993,0
716,7995464,-92.31415132,28.99565693,0,0.231549993,0,0,0.366299987,0,0.396800011,0.318500012
717,7995464,-92.7340159,28.99560615,0,0,0,0,0.48883,0,0.19754,0.219400004
718,7995464,-91.58953333,28.99555,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
719,7995464,-90.5037,28.9953,0,0,0,0,0,0,0,0
720,7995464,-91.0729,28.99481667,0,0,0,0,1.168169975,0,0.529600024,0
721,7995464,-92.95607737,28.99464891,0,0,0,0,0.511640012,0,0.194749996,0
722,7995464,-89.98998333,28.994,0,0,0,0,0,0,0.765550017,0.656620026
723,7995464,-90.7148,28.99308333,0,0.632380009,0,0,0,0,0.582449973,0
724,7995464,-93.171481,28.99292007,0,0,0,0,0.317699999,0,0.180030003,0
725,7995464,-91.40691667,28.99176667,0,0,0,0,1.826879978,0,0.790130019,0
726,7995464,-92.72504942,28.99172738,0,0,0,0,0.48883,0,0.19754,0.219400004
727,7995464,-90.02126349,28.99133761,0,0,0,0,0,0,0.765550017,0.656620026
728,7995464,-92.06047014,28.99093423,0,0.346399993,0,0,0.926479995,0,0.222670004,0.120930001
729,7995464,-90.33521667,28.99048333,0,0,0,0,0,0,0.393900007,0.188160002
730,7995464,-91.91269699,28.98967787,0,0.398409992,0,0,2.016449928,0,0.331999987,0.154819995
731,7995464,-89.60640376,28.9891463,0,0,0.512359977,0,0,0,0,1.655539989
732,7995464,-91.12611667,28.98911667,0,0.462900013,0,0,1.190909982,0,0.585979998,0
733,7995464,-90.51954208,28.98765992,0,0,0,0,0,0,0,0
734,7995464,-91.85858889,28.98681111,0,0.356400013,0,0,1.052700043,0,0.401329994,0.168249995
735,7995464,-92.95067524,28.98554303,0,0,0,0,0.511640012,0,0.194749996,0
736,7995464,-92.92397251,28.98535337,0,0,0,0,0.511640012,0,0.194749996,0
737,7995464,-91.24375,28.98473333,0,0.49180001,0,0,1.014760017,0,0.555800021,0
738,7995464,-91.60298763,28.98430806,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
739,7995464,-93.86241692,28.98365188,0,0,0,0,0,0.154029995,0.106080003,0
740,7995464,-93.85947469,28.98322844,0,0,0,0,0,0.154029995,0.106080003,0
741,7995464,-90.33063865,28.98281392,0,0,0,0,0,0,0.393900007,0.188160002
742,7995464,-92.86384427,28.98255671,0.070600003,0,0,0,0.613030016,0,0.218199998,0
743,7995464,-92.06940214,28.98252694,0,0.346399993,0,0,0.926479995,0,0.222670004,0.120930001
744,7995464,-91.07976667,28.98133333,0,0,0,0,1.168169975,0,0.529600024,0
745,7995464,-93.42476147,28.9794741,0,0,0,0,0,0,0.11705,0
746,7995464,-93.17732077,28.97928005,0,0,0,0,0.317699999,0,0.180030003,0
747,7995464,-90.5147074,28.97884342,0,0,0,0,0,0,0,0
748,7995464,-91.25752722,28.97825211,0,0,0,0,1.245579958,0,0.534940004,0
749,7995464,-92.96366854,28.97767522,0,0,0,0,0.464760005,0,0.196539998,0
750,7995464,-88.78247039,28.97671608,0,0,0,1.791399956,0,0,1.14139998,0
751,7995464,-91.18263472,28.9764599,0,0,0,0,1.040230036,0,0.609139979,0
752,7995464,-92.96233413,28.97576377,0,0,0,0,0.464760005,0,0.196539998,0
753,7995464,-92.95931045,28.97532378,0,0,0,0,0.464760005,0,0.196539998,0
754,7995464,-91.60122374,28.97510044,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
755,7995464,-89.7458502,28.97494918,0,0,0.583800018,0,0,0,0,0.578580022
756,7995464,-91.90603743,28.97384056,0,0.398409992,0,0,2.016449928,0,0.331999987,0.154819995
757,7995464,-90.06549653,28.97336122,0,0,0,0,0,0,0.667569995,0.578689992
758,7995464,-93.17887041,28.97187646,0,0,0,0,0.317699999,0,0.180030003,0
759,7995464,-92.79200617,28.97135952,0,0,0,0,0.743089974,0,0.259119987,0
760,7995464,-93.83676667,28.97118333,0,0,0,0,0,0.154029995,0.106080003,0
761,7995464,-92.12109876,28.96997535,0,0.430339992,0,0,0.862659991,0,0.203979999,0.134450004
762,7995464,-89.78354253,28.96954666,0,0,0.64625001,0,0,0,0,0.567319989
763,7995464,-93.8519,28.96885,0,0,0,0,0,0.154029995,0.106080003,0
764,7995464,-91.61156211,28.96833239,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
765,7995464,-93.84319117,28.96829199,0,0,0,0,0,0.154029995,0.106080003,0
766,7995464,-91.2402,28.96728333,0,0.49180001,0,0,1.014760017,0,0.555800021,0
767,7995464,-89.5038,28.96676667,0,0,0,0,0,0,0,0.666400015
768,7995464,-92.93332875,28.96648661,0,0,0,0,0.511640012,0,0.194749996,0
769,7995464,-91.90421718,28.96646521,0,0.398409992,0,0,2.016449928,0,0.331999987,0.154819995
770,7995464,-91.42393333,28.96621667,0,0,0,0,5.264570236,0,0.651220024,0.537999988
771,7995464,-93.86377822,28.9661317,0,0,0,0,0,0.154029995,0.106080003,0
772,7995464,-92.08735686,28.96604276,0,0.430339992,0,0,0.862659991,0,0.203979999,0.134450004
773,7995464,-91.41878333,28.96566667,0,0,0,0,5.264570236,0,0.651220024,0.537999988
774,7995464,-93.85568333,28.96536667,0,0,0,0,0,0.154029995,0.106080003,0
775,7995464,-89.74744608,28.96499059,0,0,0.583800018,0,0,0,0,0.578580022
776,7995464,-92.97872125,28.96486339,0,0,0,0,0.464760005,0,0.196539998,0
777,7995464,-91.80415064,28.96456389,0,0.307799995,0,0,0.940599978,0,0.491349995,0.176469997
778,7995464,-91.60670096,28.96419063,0,0.438899994,0,0,1.677399993,0,0.532320023,0.503750026
779,7995464,-93.86114656,28.96398419,0,0,0,0,0,0.154029995,0.106080003,0
780,7995464,-91.09711798,28.96388333,0,0.460720003,0,0,1.188359976,0,0.522199988,0
781,7995464,-89.77991667,28.96373333,0,0,0.64625001,0,0,0,0,0.567319989
782,7995464,-93.84382077,28.96371995,0,0,0,0,0,0.154029995,0.106080003,0
783,7995464,-92.32309069,28.9631053,0,0.231549993,0,0,0.366299987,0,0.396800011,0.318500012
784,7995464,-91.24726667,28.96265,0,0.49180001,0,0,1.014760017,0,0.555800021,0
785,7995464,-93.83758333,28.9623,0,0,0,0,0,0.154029995,0.106080003,0
786,7995464,-90.50448333,28.96211667,0,0,0,0,0,0,0,0
787,7995464,-91.80755,28.96205,0,0.307799995,0,0,0.940599978,0,0.491349995,0.176469997
788,7995464,-92.74054634,28.9609752,0,0,0,0,0.48883,0,0.19754,0.219400004
789,7995464,-92.92627251,28.96082004,0,0,0,0,0.511640012,0,0.194749996,0
790,7995464,-92.36494675,28.96076121,0,0.231549993,0,0,0.366299987,0,0.396800011,0.318500012
791,7995464,-90.413,28.96048333,0,0,0,0,0,0,0,0.170269996
792,7995464,-90.50080827,28.9599006,0,0,0,0,0,0,0,0
793,7995464,-93.85439904,28.95955309,0,0,0,0,0,0.154029995,0.106080003,0
794,7995464,-93.86374123,28.95837505,0,0,0,0,0,0.154029995,0.106080003,0
795,7995464,-90.15993881,28.95771332,0,0,0,0,0,0,0.445459992,0
796,7995464,-90.17046667,28.95603333,0,0,0,0,0,0,0.415769994,0.245000005
797,7995464,-91.31211834,28.95547266,0,0,0,0,1.653470039,0,0.546869993,0
798,7995464,-91.61970257,28.95512216,0,0.256790012,0,0,1.549970031,0,0.384900004,0
799,7995464,-92.94353539,28.95453527,0,0,0,0,0.545449972,0,0.180089995,0
800,7995464,-89.60796667,28.95438333,0,0,0.57130003,0,0,0,0,1.664899945
801,7995464,-93.8587,28.95431667,0,0,0,0,0,0,0.099789999,0
802,7995464,-93.85146667,28.95418333,0,0,0,0,0,0,0.099789999,0
803,7995464,-88.79999628,28.95406139,0,0,0,1.449309945,0,0,0,0
804,7995464,-90.42580449,28.95344237,0,0,0,0,0,0,0,0.146160007
805,7995464,-93.84798333,28.95293333,0,0,0,0,0,0,0.099789999,0
806,7995464,-89.96613333,28.95271667,0,0.190799996,0,0,0,0,0,0.728250027
807,7995464,-92.32455,28.95195,0,0.227770001,0,0,0.370229989,0,0.228870004,0.326469988
808,7995464,-92.71576757,28.95148558,0,0,0,0,0.237419993,0,0.164340004,0.201729998
809,7995464,-90.42878215,28.9510664,0,0,0,0,0,0,0,0.146160007
810,7995464,-90.17109636,28.94969554,0,0,0,0,0,0,0.415769994,0.245000005
811,7995464,-90.87614235,28.94949226,0,0.418029994,0,0,0,0,0.570919991,0
812,7995464,-92.9416311,28.94931667,0,0,0,0,0.545449972,0,0.180089995,0
813,7995464,-92.95909903,28.94930076,0,0,0,0,0.545449972,0,0.180089995,0
814,7995464,-90.65111667,28.94911667,0,0.337150007,0,0,0,0,0.278800011,0
815,7995464,-88.8351,28.94863333,0,0,0,1.57743001,0,0,0,0
816,7995464,-91.6214139,28.94836826,0,0.256790012,0,0,1.549970031,0,0.384900004,0
817,7995464,-90.5205345,28.94788319,0,0,0,0,0,0,0,0.179279998
818,7995464,-90.43558585,28.94731612,0,0,0,0,0,0,0,0.146160007
819,7995464,-93.41312418,28.94676667,0,0,0,0,0,0,0.149149999,0
820,7995464,-92.0202,28.94661667,0,0.369879991,0,0,0.980639994,0,0.200560004,0.135230005
821,7995464,-92.93406535,28.946,0,0,0,0,0.545449972,0,0.180089995,0
822,7995464,-89.7507,28.94586667,0,0,0.80963999,0,0,0,0,0
823,7995464,-91.35965,28.94536667,0,0,0,0,1.738960028,0,0.590110004,0
824,7995464,-92.54630138,28.94451422,0,0,0,0,0.361699998,0,0.174860001,0.182659999
825,7995464,-92.76691667,28.9441,0,0,0,0,0.374900013,0,0.175280005,0.179800004
826,7995464,-93.85172525,28.94150474,0,0,0,0,0,0,0.099789999,0
827,7995464,-92.95890282,28.9415,0,0,0,0,0.545449972,0,0.180089995,0
828,7995464,-91.43512336,28.94137467,0,0,0,0,4.010660172,0,0.550270021,0.40685001
829,7995464,-90.15279776,28.94076188,0,0,0,0,0,0,0.445459992,0
830,7995464,-89.95125599,28.94062069,0,0.190799996,0,0,0,0,0,0.728250027
831,7995464,-90.44150967,28.94040376,0,0,0,0,0,0,0,0.146160007
832,7995464,-89.93402066,28.93907104,0,0.190799996,0,0,0,0,0,0.728250027
833,7995464,-89.89056667,28.93775,0,0,0,0,0,0,0,0.668250024
834,7995464,-91.39258333,28.93748333,0,0,0,0,1.961920023,0,0.676429987,0
835,7995464,-92.72881151,28.93716961,0,0,0,0,0.237419993,0,0.164340004,0.201729998
836,7995464,-91.81649257,28.93704124,0,0.278919995,0,0,1.774299979,0,0.517880023,0.171100006
837,7995464,-89.73115588,28.93644935,0,0,0.736329973,0,0,0,0,0
838,7995464,-92.35464066,28.93554328,0,0.166899994,0,0,0.324149996,0,0.25977999,0.290749997
839,7995464,-91.12016947,28.93494067,0,0,0,0,1.795920014,0,0.570050001,0
840,7995464,-89.63793949,28.93484516,0,0,0.57130003,0,0,0,0,1.664899945
841,7995464,-92.76539406,28.93456386,0,0,0,0,0.374900013,0,0.175280005,0.179800004
842,7995464,-89.18475748,28.93375879,0,2.171200037,0,0,0,0,0,0
843,7995464,-89.92922892,28.93296387,0,0.190799996,0,0,0,0,0,0.728250027
844,7995464,-90.45465275,28.9323958,0,0,0,0,0,0,0,0.146160007
845,7995464,-90.45140686,28.93222696,0,0,0,0,0,0,0,0.146160007
846,7995464,-88.80953333,28.93158333,0,0,0,1.449309945,0,0,0,0
847,7995464,-89.07772273,28.93155046,0,0,1.273599982,0,0,0,0,0
848,7995464,-91.08811667,28.93143333,0,0,0,0,1.795920014,0,0.570050001,0
849,7995464,-93.1980189,28.93068333,0,0,0,0,0.320129991,0,0.189730003,0
850,7995464,-92.7370282,28.93047493,0,0,0,0,0.237419993,0,0.164340004,0.201729998
851,7995464,-90.45735045,28.93036956,0,0,0,0,0,0,0,0.146160007
852,7995464,-91.44076667,28.93015,0,0,0,0,4.010660172,0,0.550270021,0.40685001
853,7995464,-93.41314731,28.92945,0,0,0,0,0,0,0.149149999,0
854,7995464,-89.9071,28.92875,0,0,0,0,0,0,0,0.668250024
855,7995464,-92.75405327,28.92837165,0,0,0,0,0.374900013,0,0.175280005,0.179800004
856,7995464,-92.55122789,28.92806662,0,0,0,0,0.361699998,0,0.174860001,0.182659999
857,7995464,-90.46155355,28.92762548,0,0,0,0,0,0,0,0.188979998
858,7995464,-93.85602702,28.9261256,0,0,0,0,0,0,0.099789999,0
859,7995464,-89.95810661,28.92585082,0,0.190799996,0,0,0,0,0,0.728250027
860,7995464,-89.75706377,28.92574942,0,0,0.80963999,0,0,0,0,0
861,7995464,-92.32916766,28.92560062,0,0.227770001,0,0,0.370229989,0,0.228870004,0.326469988
862,7995464,-92.33346986,28.92548348,0,0.166899994,0,0,0.324149996,0,0.25977999,0.290749997
863,7995464,-92.35245683,28.92533175,0,0.166899994,0,0,0.324149996,0,0.25977999,0.290749997
864,7995464,-92.35999499,28.92428213,0,0.166899994,0,0,0.324149996,0,0.25977999,0.290749997
865,7995464,-92.75518227,28.9241789,0,0,0,0,0.374900013,0,0.175280005,0.179800004
866,7995464,-90.46741308,28.92252053,0,0,0,0,0,0,0,0.188979998
867,7995464,-92.75703379,28.92229872,0,0,0,0,0.374900013,0,0.175280005,0.179800004
868,7995464,-93.8539,28.92058333,0,0,0,0,0,0,0.099789999,0
869,7995464,-89.50331667,28.92045,0,0,0,0,0,0,0,1.103250027
870,7995464,-92.7462347,28.92026284,0,0,0,0,0.237419993,0,0.164340004,0.201729998
871,7995464,-90.47248852,28.91951345,0,0,0,0,0,0,0,0.188979998
872,7995464,-89.77823333,28.91753333,0,0,0.80963999,0,0,0,0,0
873,7995464,-94.10487487,28.91742481,0,0,0,0,0,0.086499996,0.088710003,0
874,7995464,-91.44725504,28.9173636,0,0,0,0,4.010660172,0,0.550270021,0.40685001
875,7995464,-89.70693582,28.9161632,0,0,0.864600003,0,0,0,1.215800047,0.912
876,7995464,-92.33674452,28.91603452,0,0.174789995,0,0,0.300949991,0,0.272870004,0.230199993
877,7995464,-90.57774638,28.91434611,0,0,0,0,0,0,0.306219995,0.211710006
878,7995464,-92.17547816,28.91369425,0,0.320659995,0,0,0.434920013,0,0.162080005,0.254200011
879,7995464,-92.75900894,28.91342378,0,0,0,0,0.143260002,0,0.138270006,0
880,7995464,-89.86274441,28.91339754,0,0,0,0,0,0,1.324399948,0
881,7995464,-90.87236667,28.91196667,0,0.440620005,0,0,0,0,0.553770006,0.316799998
882,7995464,-89.85515971,28.91146116,0,0,0,0,0,0,1.324399948,0
883,7995464,-93.85564987,28.91073202,0,0,0,0,0,0,0.098569997,0
884,7995464,-90.48441126,28.91033415,0,0,0,0,0,0,0.235119998,0.154699996
885,7995464,-92.56093023,28.90998483,0,0,0,0,0.234400004,0,0.182929993,0.199599996
886,7995464,-89.28976667,28.90945,0,0,0,0,0,0,0,0
887,7995464,-90.57004695,28.90912277,0,0,0,0,0,0,0.306219995,0.211710006
888,7995464,-89.62275,28.90795,0,0,0.669290006,0,0,0,1.017500043,1.590989947
889,7995464,-90.56336667,28.90781667,0,0,0,0,0,0,0.306219995,0.211710006
890,7995464,-92.75968333,28.90746667,0,0,0,0,0.143260002,0,0.138270006,0
891,7995464,-92.95945673,28.90715645,0,0,0,0,0,0,0.189549997,0
892,7995464,-92.04553799,28.90699485,0,0.232810006,0,0,1.262400031,0,0.228349999,0.118670002
893,7995464,-91.44879389,28.90512132,0,0,0,0,1.484969974,0,0,0.261649996
894,7995464,-90.70511667,28.90421667,0,0.390179992,0,0,0,0,0,0
895,7995464,-90.49826692,28.90401838,0,0,0,0,0,0,0.235119998,0.154699996
896,7995464,-89.47112635,28.90327411,0,0,0.62559998,0,0,0,0,1.011530042
897,7995464,-92.34881667,28.9027,0,0.174789995,0,0,0.300949991,0,0.272870004,0.230199993
898,7995464,-90.87983333,28.90178333,0,0.440620005,0,0,0,0,0.553770006,0.316799998
899,7995464,-93.1909724,28.90003333,0,0,0,0,0.34623,0,0.255890012,0
900,7995464,-91.64034329,28.89938089,0,0.285250008,0,0,1.246299982,0,0,0
901,7995464,-89.77725,28.8992,0,0,0.824440002,0,0,0,0.998730004,0
902,7995464,-92.76517962,28.89915592,0,0,0,0,0.143260002,0,0.138270006,0
903,7995464,-94.10368957,28.89905981,0,0,0,0,0,0,0.084200002,0
904,7995464,-90.16932531,28.89862844,0,0.22067,0,0,0,0,0.360130012,0
905,7995464,-90.15104275,28.89862035,0,0.221420005,0,0,0,0,0.295100003,0
906,7995464,-89.41986011,28.89858277,0,0,0.451799989,0,0,0,0,0
907,7995464,-93.85582105,28.89785915,0,0,0,0,0,0,0.098569997,0
908,7995464,-91.4063,28.89748333,0,0,0,0,2.034399986,0,0.506399989,0.26699999
909,7995464,-90.53423247,28.89512902,0,0,0,0,0,0,0.306219995,0.211710006
910,7995464,-91.26323333,28.89505,0,0,0,0,1.748550057,0,0.533079982,0
911,7995464,-90.50608594,28.89477369,0,0,0,0,0,0,0.306219995,0.211710006
912,7995464,-92.34312845,28.89446314,0,0.174789995,0,0,0.300949991,0,0.272870004,0.230199993
913,7995464,-90.17003282,28.89357531,0,0.22067,0,0,0,0,0.360130012,0
914,7995464,-90.51324814,28.89351677,0,0,0,0,0,0,0.306219995,0.211710006
915,7995464,-92.96190662,28.89329775,0,0,0,0,0,0,0.189549997,0
916,7995464,-92.96133571,28.8932496,0,0,0,0,0,0,0.189549997,0
917,7995464,-90.14391018,28.89308561,0,0.221420005,0,0,0,0,0.295100003,0
918,7995464,-91.87088878,28.89284995,0,0.297659993,0,0,0.948689997,0,0.336800009,0.142199993
919,7995464,-89.76706667,28.89041667,0,0,0.824440002,0,0,0,0.998730004,0
920,7995464,-89.773,28.89035,0,0,0.824440002,0,0,0,0.998730004,0
921,7995464,-92.56910521,28.8896197,0,0,0,0,0.234400004,0,0.182929993,0.199599996
922,7995464,-91.3914199,28.88940061,0,0,0,0,2.034399986,0,0.506399989,0.26699999
923,7995464,-92.2041933,28.88929828,0,0.320659995,0,0,0.434920013,0,0.162080005,0.254200011
924,7995464,-92.57000335,28.88853313,0,0,0,0,0.234400004,0,0.182929993,0.199599996
925,7995464,-90.70305,28.88728333,0,0.390179992,0,0,0,0,0,0
926,7995464,-90.49409622,28.88599494,0,0,0,0,0,0,0.235119998,0.154699996
927,7995464,-89.59850055,28.88565915,0,0,0.669290006,0,0,0,1.017500043,1.590989947
928,7995464,-92.05663158,28.8852049,0,0.232810006,0,0,1.262400031,0,0.228349999,0.118670002
929,7995464,-93.85568411,28.88279023,0,0,0,0,0,0,0.098569997,0
930,7995464,-93.65294903,28.88253257,0,0,0,0,0,0,0.125709996,0
931,7995464,-90.04045908,28.88247673,0,0,0,0,0,0,0.955089986,0.808969975
932,7995464,-92.33663502,28.8809918,0,0.174789995,0,0,0.300949991,0,0.272870004,0.230199993
933,7995464,-91.65350317,28.88088707,0,0.285250008,0,0,1.246299982,0,0,0
934,7995464,-94.10386055,28.87973046,0,0,0,0,0,0,0.084200002,0
935,7995464,-89.51508381,28.87963144,0,0,0.80923003,0,0,0,1.02639997,1.087460041
936,7995464,-91.85228333,28.87861667,0,0.297659993,0,0,0.948689997,0,0.336800009,0.142199993
937,7995464,-91.69037677,28.87695004,0,0.264600009,0,0,0.880330026,0,0,0.235850006
938,7995464,-91.65421339,28.87685574,0,0.285250008,0,0,1.246299982,0,0,0
939,7995464,-92.25303081,28.87667631,0,0.241809994,0,0,0.36559999,0,0.144940004,0.28391999
940,7995464,-92.22711412,28.87660383,0,0.320659995,0,0,0.434920013,0,0.162080005,0.254200011
941,7995464,-91.86781782,28.87568135,0,0.297659993,0,0,0.948689997,0,0.336800009,0.142199993
942,7995464,-91.38324306,28.87556235,0,0,0,0,2.034399986,0,0.506399989,0.26699999
943,7995464,-91.44052251,28.87553648,0,0,0,0,1.484969974,0,0,0.261649996
944,7995464,-91.27068611,28.87551586,0,0,0,0,1.748550057,0,0.533079982,0
945,7995464,-90.71154,28.87472193,0,0.26455,0,0,0,0,0,0.306439996
946,7995464,-90.49254128,28.87393333,0,0,0,0,0,0,0.273000002,0.118929997
947,7995464,-92.23724983,28.87282435,0,0.247199997,0,0,0.432069987,0,0.159730002,0.229450002
948,7995464,-91.46510377,28.87223225,0,0,0,0,1.542729974,0,0.414299995,0.223710001
949,7995464,-92.23678126,28.87183875,0,0.247199997,0,0,0.432069987,0,0.159730002,0.229450002
950,7995464,-93.65175,28.8716,0,0,0,0,0,0,0.133959994,0
951,7995464,-91.87057397,28.871522,0,0.229640007,0,0,1.011479974,0,0.443969995,0.143179998
952,7995464,-91.09586466,28.87151949,0,0,0,0,2.220920086,0,0.387100011,0.292199999
953,7995464,-90.3286342,28.86989763,0,0.18276,0,0,0,0,0.482800007,0
954,7995464,-91.45007233,28.86923305,0,0,0,0,1.542729974,0,0.414299995,0.223710001
955,7995464,-92.5800486,28.8690971,0,0,0,0,0.223949999,0,0.178639993,0
956,7995464,-91.668009,28.86727657,0,0,0,0,0.966069996,0,0.337440014,0
957,7995464,-93.1825,28.8663,0,0,0,0,0,0,0.226710007,0
958,7995464,-90.16768136,28.86608685,0,0.223360002,0,0,0,0,0.763400018,0
959,7995464,-92.95558818,28.86548058,0,0,0,0,0.177469999,0,0.1602,0
960,7995464,-92.33934133,28.86502528,0,0.22157,0,0,0.305400014,0,0.16347,0
961,7995464,-90.16340647,28.86368139,0,0.261200011,0,0,0,0,1.015470028,0
962,7995464,-89.9498,28.86306667,0,0,0,0,0,0,0.993279994,0.798799992
