Rowid,AS_LOCATIONS2011,X,Y,A2011175_chloro,A2011176_chloro,A2011177_chloro,A2011178_chloro,A2011179_chloro,A2011180_chloro,A2011181_chloro,A2011182_chloro
633,1985192381,-89.98663333,29.03093333,0,0,0,0,0,0,11.69124985,8.284399986
634,1985192381,-91.08704141,29.02951571,0,0,0,0,14.62362003,0,0,0
635,1985192381,-93.02286758,29.02926477,0,0,0,0,6.544370174,0,2.533819914,0
636,1985192381,-89.02567408,29.02923606,0,0,20.61080933,0,0,0,0,0
637,1985192381,-90.32014405,29.02888068,0,0,0,0,0,0,6.880400181,3.100029945
638,1985192381,-92.00444002,29.0288767,0,5.492919922,0,0,14.1615696,0,4.95333004,1.404029965
639,1985192381,-90.37224339,29.02873341,0,0,0,0,0,0,0,4.626820087
640,1985192381,-90.31413344,29.02802086,0,0,0,0,0,0,6.880400181,3.100029945
641,1985192381,-93.65221289,29.02786775,0,0,0,0,0,1.627930045,1.372760057,0
642,1985192381,-91.99927568,29.02775519,0,5.78042984,0,0,18.53964043,0,5.014269829,1.72905004
643,1985192381,-90.43473211,29.02701691,0,0,0,0,0,0,0,4.230830193
644,1985192381,-90.35677503,29.02609909,0,0,0,0,0,0,0,4.626820087
645,1985192381,-91.92253611,29.02571747,0,6.011340141,0,0,17.67494011,0,5.21641016,2.103490114
646,1985192381,-90.82871871,29.02570009,0,8.918809891,0,0,0,0,10.0381403,0
647,1985192381,-92.00906495,29.02564742,0,5.492919922,0,0,14.1615696,0,4.95333004,1.404029965
648,1985192381,-90.7620528,29.02510933,0,8.338999748,0,0,0,0,9.718239784,0
649,1985192381,-90.66502853,29.02488867,0,0,0,0,0,0,0,0
650,1985192381,-90.91395361,29.02482269,0,9.740269661,0,0,0,0,11.09486961,0
651,1985192381,-90.34389031,29.02405015,0,0,0,0,0,0,0,4.626820087
652,1985192381,-89.79917631,29.02375312,0,0,8.217559814,0,0,0,22.29738045,8.941900253
653,1985192381,-90.73396464,29.02340751,0,8.338999748,0,0,0,0,9.718239784,0
654,1985192381,-91.7694,29.02283333,0,5.273290157,0,0,20.05332947,0,10.30278969,0
655,1985192381,-92.35603886,29.02272351,0,3.027580023,0,0,9.89964962,0,9.60725975,4.528260231
656,1985192381,-92.51322252,29.02268063,0,3.460829973,0,0,11.21595955,0,3.881190062,2.20630002
657,1985192381,-92.97284182,29.02144896,0,0,0,0,6.67855978,0,2.749929905,3.222630024
658,1985192381,-92.93836873,29.02061861,0,0,0,0,7.031199932,0,3.016910076,3.728689909
659,1985192381,-90.94204544,29.01989689,0,8.73925972,0,0,0,0,11.13300991,0
660,1985192381,-93.65204373,29.01976379,0,0,0,0,0,1.627930045,1.372760057,0
661,1985192381,-88.92208333,29.0196,0,0,0,0,0,0,0,0
662,1985192381,-92.0144567,29.01828505,0,5.492919922,0,0,14.1615696,0,4.95333004,1.404029965
663,1985192381,-92.79797189,29.01797625,0,0,0,0,16.4116497,0,3.959609985,0
664,1985192381,-91.77029482,29.0178498,0,5.273290157,0,0,20.05332947,0,10.30278969,0
665,1985192381,-92.30818079,29.01748593,0,3.540420055,0,0,11.66537952,0,5.301819801,5.437890053
666,1985192381,-88.74751367,29.01740262,0,0,0,30.24085999,0,0,16.96945,0
667,1985192381,-90.1726,29.01673333,0,0,0,0,0,0,11.34284019,4.121240139
668,1985192381,-90.3306,29.01671667,0,0,0,0,0,0,6.880400181,3.100029945
669,1985192381,-88.88796667,29.0167,0,0,0,0,0,0,24.10840988,0
670,1985192381,-92.0246371,29.01557115,0,5.492919922,0,0,14.1615696,0,4.95333004,1.404029965
671,1985192381,-90.35641613,29.01530766,0,0,0,0,0,0,0,4.626820087
672,1985192381,-92.3754,29.01521667,0,2.94885993,0,0,10.24785042,0,8.029490471,2.73597002
673,1985192381,-91.91963611,29.0146508,0,6.011340141,0,0,17.67494011,0,5.21641016,2.103490114
674,1985192381,-89.00655051,29.01461216,0,0,20.61080933,0,0,0,0,0
675,1985192381,-92.37005,29.01418333,0,3.027580023,0,0,9.89964962,0,9.60725975,4.528260231
676,1985192381,-89.97635582,29.01351376,0,0,0,0,0,0,11.69124985,8.284399986
677,1985192381,-90.20826211,29.01328136,0,0,0,0,0,0,11.34284019,4.121240139
678,1985192381,-92.80644011,29.01291692,0,0,0,0,16.4116497,0,3.959609985,0
679,1985192381,-90.15448333,29.01243333,0,0,0,0,0,0,9.842029572,7.635109901
680,1985192381,-91.07251667,29.01215,0,0,0,0,14.62362003,0,0,0
681,1985192381,-92.73398133,29.01155533,0,0,0,0,13.16479969,0,3.218159914,0
682,1985192381,-92.52093333,29.00976667,0,3.460829973,0,0,11.21595955,0,3.881190062,2.20630002
683,1985192381,-92.30996118,29.00918452,0,3.540420055,0,0,11.66537952,0,5.301819801,5.437890053
684,1985192381,-91.58811667,29.00906667,0,8.610159874,0,0,22.73327065,0,12.89420033,0
685,1985192381,-89.78938236,29.00871307,0,0,7.712900162,0,0,0,0,8.483570099
686,1985192381,-91.0095129,29.00840156,0,0,0,0,0,0,0,0
687,1985192381,-90.1490335,29.0075375,0,0,0,0,0,0,9.842029572,7.635109901
688,1985192381,-93.15549616,29.00738005,0,0,0,0,7.808479786,0,2.502990007,0
689,1985192381,-90.36865862,29.00641517,0,0,0,0,0,0,0,4.626820087
690,1985192381,-94.11192325,29.00613729,0,0,0,0,0,1.230839968,0.967850029,0
691,1985192381,-93.1284192,29.00612066,0,0,0,0,7.808479786,0,2.502990007,0
692,1985192381,-91.91550378,29.005689,0,5.9489398,0,0,14.77696037,0,5.763160229,1.688549995
693,1985192381,-89.59365103,29.00562578,0,0,11.35072994,0,0,0,0,17.8696003
694,1985192381,-93.17715809,29.00522363,0,0,0,0,6.001480103,0,2.425479889,0
695,1985192381,-89.78873236,29.00502974,0,0,7.712900162,0,0,0,0,8.483570099
696,1985192381,-93.85588333,29.0047,0,0,0,0,0,1.399270058,1.547420025,0
697,1985192381,-91.41283333,29.00451667,0,0,0,0,43.64429092,0,13.94709015,0
698,1985192381,-92.75899922,29.00429157,0,0,0,0,13.16479969,0,3.218159914,0
699,1985192381,-91.58773908,29.00428021,0,8.610159874,0,0,22.73327065,0,12.89420033,0
700,1985192381,-90.5242,29.00376667,0,7.516039848,0,0,0,0,0,0
701,1985192381,-92.83501544,29.00367197,0,0,0,0,12.23692036,0,4.093530178,0
702,1985192381,-89.78796377,29.00290588,0,0,7.712900162,0,0,0,0,8.483570099
703,1985192381,-90.70958333,29.00208333,0,8.338999748,0,0,0,0,9.718239784,0
704,1985192381,-91.09546128,29.00189003,0,0,0,0,14.62362003,0,0,0
705,1985192381,-92.04275,29.00168333,0,4.738180161,0,0,13.31379986,0,4.079120159,3.691200018
706,1985192381,-91.59441743,29.00133519,0,8.610159874,0,0,22.73327065,0,12.89420033,0
707,1985192381,-90.41205472,29.00077208,0,0,0,0,0,0,0,4.230830193
708,1985192381,-90.76345,29.00053333,0,8.338999748,0,0,0,0,9.718239784,0
709,1985192381,-90.84976706,29.00014829,0,9.421970367,0,0,0,0,10.68686962,0
710,1985192381,-90.16823333,28.99996667,0,0,0,0,0,0,9.531820297,2.288009882
711,1985192381,-91.589713,28.99955372,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
712,1985192381,-90.52356731,28.99925495,0,0,0,0,0,0,0,0
713,1985192381,-92.52343158,28.99803706,0,0,0,0,9.694479942,0,2.640100002,2.232660055
714,1985192381,-93.16659242,28.99691851,0,0,0,0,5.645420074,0,2.32475996,0
715,1985192381,-93.40835,28.99681667,0,0,0,0,0,0,1.520050049,0
716,1985192381,-92.31415132,28.99565693,0,3.231400013,0,0,5.536029816,0,6.004740238,4.725739956
717,1985192381,-92.7340159,28.99560615,0,0,0,0,7.483990192,0,2.62928009,3.018349886
718,1985192381,-91.58953333,28.99555,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
719,1985192381,-90.5037,28.9953,0,0,0,0,0,0,0,0
720,1985192381,-91.0729,28.99481667,0,0,0,0,16.77565956,0,8.137599945,0
721,1985192381,-92.95607737,28.99464891,0,0,0,0,7.856219769,0,2.579829931,0
722,1985192381,-89.98998333,28.994,0,0,0,0,0,0,11.56398964,8.649100304
723,1985192381,-90.7148,28.99308333,0,9.671649933,0,0,0,0,8.938119888,0
724,1985192381,-93.171481,28.99292007,0,0,0,0,4.720499992,0,2.317219973,0
725,1985192381,-91.40691667,28.99176667,0,0,0,0,24.21434975,0,11.88650036,0
726,1985192381,-92.72504942,28.99172738,0,0,0,0,7.483990192,0,2.62928009,3.018349886
727,1985192381,-90.02126349,28.99133761,0,0,0,0,0,0,11.56398964,8.649100304
728,1985192381,-92.06047014,28.99093423,0,5.203609943,0,0,13.74962997,0,3.075050116,1.169070005
729,1985192381,-90.33521667,28.99048333,0,0,0,0,0,0,5.992380142,2.187170029
730,1985192381,-91.91269699,28.98967787,0,6.065239906,0,0,26.00725937,0,4.964169979,1.409980059
731,1985192381,-89.60640376,28.9891463,0,0,7.667089939,0,0,0,0,21.15130043
732,1985192381,-91.12611667,28.98911667,0,7.101419926,0,0,17.0728302,0,8.988759995,0
733,1985192381,-90.51954208,28.98765992,0,0,0,0,0,0,0,0
734,1985192381,-91.85858889,28.98681111,0,5.371850014,0,0,15.34990025,0,6.104300022,1.557029963
735,1985192381,-92.95067524,28.98554303,0,0,0,0,7.856219769,0,2.579829931,0
736,1985192381,-92.92397251,28.98535337,0,0,0,0,7.856219769,0,2.579829931,0
737,1985192381,-91.24375,28.98473333,0,7.552710056,0,0,14.89548016,0,8.533800125,0
738,1985192381,-91.60298763,28.98430806,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
739,1985192381,-93.86241692,28.98365188,0,0,0,0,0,1.854069948,1.023790002,0
740,1985192381,-93.85947469,28.98322844,0,0,0,0,0,1.854069948,1.023790002,0
741,1985192381,-90.33063865,28.98281392,0,0,0,0,0,0,5.992380142,2.187170029
742,1985192381,-92.86384427,28.98255671,0.217999995,0,0,0,9.34471035,0,2.996530056,0
743,1985192381,-92.06940214,28.98252694,0,5.203609943,0,0,13.74962997,0,3.075050116,1.169070005
744,1985192381,-91.07976667,28.98133333,0,0,0,0,16.77565956,0,8.137599945,0
745,1985192381,-93.42476147,28.9794741,0,0,0,0,0,0,1.207710028,0
746,1985192381,-93.17732077,28.97928005,0,0,0,0,4.720499992,0,2.317219973,0
747,1985192381,-90.5147074,28.97884342,0,0,0,0,0,0,0,0
748,1985192381,-91.25752722,28.97825211,0,0,0,0,17.6850605,0,8.218400002,0
749,1985192381,-92.96366854,28.97767522,0,0,0,0,7.120940208,0,2.611419916,0
750,1985192381,-88.78247039,28.97671608,0,0,0,23.86944008,0,0,16.26357079,0
751,1985192381,-91.18263472,28.9764599,0,0,0,0,15.2212801,0,9.333219528,0
752,1985192381,-92.96233413,28.97576377,0,0,0,0,7.120940208,0,2.611419916,0
753,1985192381,-92.95931045,28.97532378,0,0,0,0,7.120940208,0,2.611419916,0
754,1985192381,-91.60122374,28.97510044,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
755,1985192381,-89.7458502,28.97494918,0,0,8.897939682,0,0,0,0,8.83798027
756,1985192381,-91.90603743,28.97384056,0,6.065239906,0,0,26.00725937,0,4.964169979,1.409980059
757,1985192381,-90.06549653,28.97336122,0,0,0,0,0,0,10.17506027,8.055410385
758,1985192381,-93.17887041,28.97187646,0,0,0,0,4.720499992,0,2.317219973,0
759,1985192381,-92.79200617,28.97135952,0,0,0,0,11.22708035,0,3.71446991,0
760,1985192381,-93.83676667,28.97118333,0,0,0,0,0,1.854069948,1.023790002,0
761,1985192381,-92.12109876,28.96997535,0,6.576509953,0,0,12.9021101,0,2.743609905,1.48980999
762,1985192381,-89.78354253,28.96954666,0,0,9.554780006,0,0,0,0,8.709039688
763,1985192381,-93.8519,28.96885,0,0,0,0,0,1.854069948,1.023790002,0
764,1985192381,-91.61156211,28.96833239,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
765,1985192381,-93.84319117,28.96829199,0,0,0,0,0,1.854069948,1.023790002,0
766,1985192381,-91.2402,28.96728333,0,7.552710056,0,0,14.89548016,0,8.533800125,0
767,1985192381,-89.5038,28.96676667,0,0,0,0,0,0,0,10.07081985
768,1985192381,-92.93332875,28.96648661,0,0,0,0,7.856219769,0,2.579829931,0
769,1985192381,-91.90421718,28.96646521,0,6.065239906,0,0,26.00725937,0,4.964169979,1.409980059
770,1985192381,-91.42393333,28.96621667,0,0,0,0,56.60486984,0,9.942760468,8.265850067
771,1985192381,-93.86377822,28.9661317,0,0,0,0,0,1.854069948,1.023790002,0
772,1985192381,-92.08735686,28.96604276,0,6.576509953,0,0,12.9021101,0,2.743609905,1.48980999
773,1985192381,-91.41878333,28.96566667,0,0,0,0,56.60486984,0,9.942760468,8.265850067
774,1985192381,-93.85568333,28.96536667,0,0,0,0,0,1.854069948,1.023790002,0
775,1985192381,-89.74744608,28.96499059,0,0,8.897939682,0,0,0,0,8.83798027
776,1985192381,-92.97872125,28.96486339,0,0,0,0,7.120940208,0,2.611419916,0
777,1985192381,-91.80415064,28.96456389,0,4.551270008,0,0,13.91009998,0,7.543849945,1.662019968
778,1985192381,-91.60670096,28.96419063,0,6.717269897,0,0,22.63393974,0,8.012969971,7.708799839
779,1985192381,-93.86114656,28.96398419,0,0,0,0,0,1.854069948,1.023790002,0
780,1985192381,-91.09711798,28.96388333,0,6.570549965,0,0,17.04740906,0,8.02355957,0
781,1985192381,-89.77991667,28.96373333,0,0,9.554780006,0,0,0,0,8.709039688
782,1985192381,-93.84382077,28.96371995,0,0,0,0,0,1.854069948,1.023790002,0
783,1985192381,-92.32309069,28.9631053,0,3.231400013,0,0,5.536029816,0,6.004740238,4.725739956
784,1985192381,-91.24726667,28.96265,0,7.552710056,0,0,14.89548016,0,8.533800125,0
785,1985192381,-93.83758333,28.9623,0,0,0,0,0,1.854069948,1.023790002,0
786,1985192381,-90.50448333,28.96211667,0,0,0,0,0,0,0,0
787,1985192381,-91.80755,28.96205,0,4.551270008,0,0,13.91009998,0,7.543849945,1.662019968
788,1985192381,-92.74054634,28.9609752,0,0,0,0,7.483990192,0,2.62928009,3.018349886
789,1985192381,-92.92627251,28.96082004,0,0,0,0,7.856219769,0,2.579829931,0
790,1985192381,-92.36494675,28.96076121,0,3.231400013,0,0,5.536029816,0,6.004740238,4.725739956
791,1985192381,-90.413,28.96048333,0,0,0,0,0,0,0,1.925690055
792,1985192381,-90.50080827,28.9599006,0,0,0,0,0,0,0,0
793,1985192381,-93.85439904,28.95955309,0,0,0,0,0,1.854069948,1.023790002,0
794,1985192381,-93.86374123,28.95837505,0,0,0,0,0,1.854069948,1.023790002,0
795,1985192381,-90.15993881,28.95771332,0,0,0,0,0,0,6.806620121,0
796,1985192381,-90.17046667,28.95603333,0,0,0,0,0,0,6.338620186,2.61687994
797,1985192381,-91.31211834,28.95547266,0,0,0,0,22.33885002,0,8.401689529,0
798,1985192381,-91.61970257,28.95512216,0,3.67385006,0,0,21.18544006,0,5.838910103,0
799,1985192381,-92.94353539,28.95453527,0,0,0,0,8.342200279,0,2.318109989,0
800,1985192381,-89.60796667,28.95438333,0,0,8.698019981,0,0,0,0,22.47468948
801,1985192381,-93.8587,28.95431667,0,0,0,0,0,0,0.922410011,0
802,1985192381,-93.85146667,28.95418333,0,0,0,0,0,0,0.922410011,0
803,1985192381,-88.79999628,28.95406139,0,0,0,20.12507057,0,0,0,0
804,1985192381,-90.42580449,28.95344237,0,0,0,0,0,0,0,1.453150034
805,1985192381,-93.84798333,28.95293333,0,0,0,0,0,0,0.922410011,0
806,1985192381,-89.96613333,28.95271667,0,2.343470097,0,0,0,0,0,9.901599884
807,1985192381,-92.32455,28.95195,0,3.164710045,0,0,5.598529816,0,3.181770086,4.870170116
808,1985192381,-92.71576757,28.95148558,0,0,0,0,3.312350035,0,2.038100004,2.702589989
809,1985192381,-90.42878215,28.9510664,0,0,0,0,0,0,0,1.453150034
810,1985192381,-90.17109636,28.94969554,0,0,0,0,0,0,6.338620186,2.61687994
811,1985192381,-90.87614235,28.94949226,0,6.335539818,0,0,0,0,8.763270378,0
812,1985192381,-92.9416311,28.94931667,0,0,0,0,8.342200279,0,2.318109989,0
813,1985192381,-92.95909903,28.94930076,0,0,0,0,8.342200279,0,2.318109989,0
814,1985192381,-90.65111667,28.94911667,0,4.691120148,0,0,0,0,4.057050228,0
815,1985192381,-88.8351,28.94863333,0,0,0,21.56455994,0,0,0,0
816,1985192381,-91.6214139,28.94836826,0,3.67385006,0,0,21.18544006,0,5.838910103,0
817,1985192381,-90.5205345,28.94788319,0,0,0,0,0,0,0,2.276050091
818,1985192381,-90.43558585,28.94731612,0,0,0,0,0,0,0,1.453150034
819,1985192381,-93.41312418,28.94676667,0,0,0,0,0,0,1.76801002,0
820,1985192381,-92.0202,28.94661667,0,5.594719887,0,0,14.44976044,0,2.683419943,1.240429997
821,1985192381,-92.93406535,28.946,0,0,0,0,8.342200279,0,2.318109989,0
822,1985192381,-89.7507,28.94586667,0,0,12.17617035,0,0,0,0,0
823,1985192381,-91.35965,28.94536667,0,0,0,0,23.31193924,0,9.032629967,0
824,1985192381,-92.54630138,28.94451422,0,0,0,0,5.413400173,0,2.225699902,2.363359928
825,1985192381,-92.76691667,28.9441,0,0,0,0,5.58991003,0,2.232650042,2.311840057
826,1985192381,-93.85172525,28.94150474,0,0,0,0,0,0,0.922410011,0
827,1985192381,-92.95890282,28.9415,0,0,0,0,8.342200279,0,2.318109989,0
828,1985192381,-91.43512336,28.94137467,0,0,0,0,42.98633957,0,8.44699955,6.200409889
829,1985192381,-90.15279776,28.94076188,0,0,0,0,0,0,6.806620121,0
830,1985192381,-89.95125599,28.94062069,0,2.343470097,0,0,0,0,0,9.901599884
831,1985192381,-90.44150967,28.94040376,0,0,0,0,0,0,0,1.453150034
832,1985192381,-89.93402066,28.93907104,0,2.343470097,0,0,0,0,0,9.901599884
833,1985192381,-89.89056667,28.93775,0,0,0,0,0,0,0,9.599559784
834,1985192381,-91.39258333,28.93748333,0,0,0,0,25.5865593,0,10.27692032,0
835,1985192381,-92.72881151,28.93716961,0,0,0,0,3.312350035,0,2.038100004,2.702589989
836,1985192381,-91.81649257,28.93704124,0,4.051109791,0,0,22.9131794,0,7.955150127,1.742730021
837,1985192381,-89.73115588,28.93644935,0,0,11.1518898,0,0,0,0,0
838,1985192381,-92.35464066,28.93554328,0,2.057229996,0,0,4.830900192,0,3.727420092,4.262460232
839,1985192381,-91.12016947,28.93494067,0,0,0,0,23.8852005,0,8.738610268,0
840,1985192381,-89.63793949,28.93484516,0,0,8.698019981,0,0,0,0,22.47468948
841,1985192381,-92.76539406,28.93456386,0,0,0,0,5.58991003,0,2.232650042,2.311840057
842,1985192381,-89.18475748,28.93375879,0,27.71039963,0,0,0,0,0,0
843,1985192381,-89.92922892,28.93296387,0,2.343470097,0,0,0,0,0,9.901599884
844,1985192381,-90.45465275,28.9323958,0,0,0,0,0,0,0,1.453150034
845,1985192381,-90.45140686,28.93222696,0,0,0,0,0,0,0,1.453150034
846,1985192381,-88.80953333,28.93158333,0,0,0,20.12507057,0,0,0,0
847,1985192381,-89.07772273,28.93155046,0,0,17.94121933,0,0,0,0,0
848,1985192381,-91.08811667,28.93143333,0,0,0,0,23.8852005,0,8.738610268,0
849,1985192381,-93.1980189,28.93068333,0,0,0,0,4.759749889,0,2.490089893,0
850,1985192381,-92.7370282,28.93047493,0,0,0,0,3.312350035,0,2.038100004,2.702589989
851,1985192381,-90.45735045,28.93036956,0,0,0,0,0,0,0,1.453150034
852,1985192381,-91.44076667,28.93015,0,0,0,0,42.98633957,0,8.44699955,6.200409889
853,1985192381,-93.41314731,28.92945,0,0,0,0,0,0,1.76801002,0
854,1985192381,-89.9071,28.92875,0,0,0,0,0,0,0,9.599559784
855,1985192381,-92.75405327,28.92837165,0,0,0,0,5.58991003,0,2.232650042,2.311840057
856,1985192381,-92.55122789,28.92806662,0,0,0,0,5.413400173,0,2.225699902,2.363359928
857,1985192381,-90.46155355,28.92762548,0,0,0,0,0,0,0,2.295360088
858,1985192381,-93.85602702,28.9261256,0,0,0,0,0,0,0.922410011,0
859,1985192381,-89.95810661,28.92585082,0,2.343470097,0,0,0,0,0,9.901599884
860,1985192381,-89.75706377,28.92574942,0,0,12.17617035,0,0,0,0,0
861,1985192381,-92.32916766,28.92560062,0,3.164710045,0,0,5.598529816,0,3.181770086,4.870170116
862,1985192381,-92.33346986,28.92548348,0,2.057229996,0,0,4.830900192,0,3.727420092,4.262460232
863,1985192381,-92.35245683,28.92533175,0,2.057229996,0,0,4.830900192,0,3.727420092,4.262460232
864,1985192381,-92.35999499,28.92428213,0,2.057229996,0,0,4.830900192,0,3.727420092,4.262460232
865,1985192381,-92.75518227,28.9241789,0,0,0,0,5.58991003,0,2.232650042,2.311840057
866,1985192381,-90.46741308,28.92252053,0,0,0,0,0,0,0,2.295360088
867,1985192381,-92.75703379,28.92229872,0,0,0,0,5.58991003,0,2.232650042,2.311840057
868,1985192381,-93.8539,28.92058333,0,0,0,0,0,0,0.922410011,0
869,1985192381,-89.50331667,28.92045,0,0,0,0,0,0,0,16.0098896
870,1985192381,-92.7462347,28.92026284,0,0,0,0,3.312350035,0,2.038100004,2.702589989
871,1985192381,-90.47248852,28.91951345,0,0,0,0,0,0,0,2.295360088
872,1985192381,-89.77823333,28.91753333,0,0,12.17617035,0,0,0,0,0
873,1985192381,-94.10487487,28.91742481,0,0,0,0,0,0.716440022,0.749779999,0
874,1985192381,-91.44725504,28.9173636,0,0,0,0,42.98633957,0,8.44699955,6.200409889
875,1985192381,-89.70693582,28.9161632,0,0,12.90847015,0,0,0,17.39859009,13.51593971
876,1985192381,-92.33674452,28.91603452,0,2.046010017,0,0,4.436689854,0,3.954730034,3.208590031
877,1985192381,-90.57774638,28.91434611,0,0,0,0,0,0,4.525619984,2.878279924
878,1985192381,-92.17547816,28.91369425,0,4.766620159,0,0,6.645579815,0,1.997830033,3.630100012
879,1985192381,-92.75900894,28.91342378,0,0,0,0,1.663319945,0,1.579180002,0
880,1985192381,-89.86274441,28.91339754,0,0,0,0,0,0,18.68935013,0
881,1985192381,-90.87236667,28.91196667,0,6.452119827,0,0,0,0,8.50372982,4.642730236
882,1985192381,-89.85515971,28.91146116,0,0,0,0,0,0,18.68935013,0
883,1985192381,-93.85564987,28.91073202,0,0,0,0,0,0,0.902469993,0
884,1985192381,-90.48441126,28.91033415,0,0,0,0,0,0,3.294009924,1.714709997
885,1985192381,-92.56093023,28.90998483,0,0,0,0,3.282500029,0,2.369019985,2.66595006
886,1985192381,-89.28976667,28.90945,0,0,0,0,0,0,0,0
887,1985192381,-90.57004695,28.90912277,0,0,0,0,0,0,4.525619984,2.878279924
888,1985192381,-89.62275,28.90795,0,0,10.10251999,0,0,0,14.85698986,19.65279007
889,1985192381,-90.56336667,28.90781667,0,0,0,0,0,0,4.525619984,2.878279924
890,1985192381,-92.75968333,28.90746667,0,0,0,0,1.663319945,0,1.579180002,0
891,1985192381,-92.95945673,28.90715645,0,0,0,0,0,0,2.486419916,0
892,1985192381,-92.04553799,28.90699485,0,3.253469944,0,0,17.83624077,0,3.175359964,1.216590047
893,1985192381,-91.44879389,28.90512132,0,0,0,0,20.50472069,0,0,3.755569935
894,1985192381,-90.70511667,28.90421667,0,5.621719837,0,0,0,0,0,0
895,1985192381,-90.49826692,28.90401838,0,0,0,0,0,0,3.294009924,1.714709997
896,1985192381,-89.47112635,28.90327411,0,0,9.57793045,0,0,0,0,14.85661983
897,1985192381,-92.34881667,28.9027,0,2.046010017,0,0,4.436689854,0,3.954730034,3.208590031
898,1985192381,-90.87983333,28.90178333,0,6.452119827,0,0,0,0,8.50372982,4.642730236
899,1985192381,-93.1909724,28.90003333,0,0,0,0,5.177529812,0,3.642729998,0
900,1985192381,-91.64034329,28.89938089,0,4.169310093,0,0,17.74527931,0,0,0
901,1985192381,-89.77725,28.8992,0,0,12.38255024,0,0,0,14.69087029,0
902,1985192381,-92.76517962,28.89915592,0,0,0,0,1.663319945,0,1.579180002,0
903,1985192381,-94.10368957,28.89905981,0,0,0,0,0,0,0.683040023,0
904,1985192381,-90.16932531,28.89862844,0,2.276770115,0,0,0,0,5.427569866,0
905,1985192381,-90.15104275,28.89862035,0,2.318959951,0,0,0,0,4.327400208,0
906,1985192381,-89.41986011,28.89858277,0,0,6.923150063,0,0,0,0,0
907,1985192381,-93.85582105,28.89785915,0,0,0,0,0,0,0.902469993,0
908,1985192381,-91.4063,28.89748333,0,0,0,0,26.27333069,0,7.773789883,3.841130018
909,1985192381,-90.53423247,28.89512902,0,0,0,0,0,0,4.525619984,2.878279924
910,1985192381,-91.26323333,28.89505,0,0,0,0,23.40992928,0,8.190440178,0
911,1985192381,-90.50608594,28.89477369,0,0,0,0,0,0,4.525619984,2.878279924
912,1985192381,-92.34312845,28.89446314,0,2.046010017,0,0,4.436689854,0,3.954730034,3.208590031
913,1985192381,-90.17003282,28.89357531,0,2.276770115,0,0,0,0,5.427569866,0
914,1985192381,-90.51324814,28.89351677,0,0,0,0,0,0,4.525619984,2.878279924
915,1985192381,-92.96190662,28.89329775,0,0,0,0,0,0,2.486419916,0
916,1985192381,-92.96133571,28.8932496,0,0,0,0,0,0,2.486419916,0
917,1985192381,-90.14391018,28.89308561,0,2.318959951,0,0,0,0,4.327400208,0
918,1985192381,-91.87088878,28.89284995,0,4.378369808,0,0,14.03820038,0,5.040400028,1.370820045
919,1985192381,-89.76706667,28.89041667,0,0,12.38255024,0,0,0,14.69087029,0
920,1985192381,-89.773,28.89035,0,0,12.38255024,0,0,0,14.69087029,0
921,1985192381,-92.56910521,28.8896197,0,0,0,0,3.282500029,0,2.369019985,2.66595006
922,1985192381,-91.3914199,28.88940061,0,0,0,0,26.27333069,0,7.773789883,3.841130018
923,1985192381,-92.2041933,28.88929828,0,4.766620159,0,0,6.645579815,0,1.997830033,3.630100012
924,1985192381,-92.57000335,28.88853313,0,0,0,0,3.282500029,0,2.369019985,2.66595006
925,1985192381,-90.70305,28.88728333,0,5.621719837,0,0,0,0,0,0
926,1985192381,-90.49409622,28.88599494,0,0,0,0,0,0,3.294009924,1.714709997
927,1985192381,-89.59850055,28.88565915,0,0,10.10251999,0,0,0,14.85698986,19.65279007
928,1985192381,-92.05663158,28.8852049,0,3.253469944,0,0,17.83624077,0,3.175359964,1.216590047
929,1985192381,-93.85568411,28.88279023,0,0,0,0,0,0,0.902469993,0
930,1985192381,-93.65294903,28.88253257,0,0,0,0,0,0,1.356330037,0
931,1985192381,-90.04045908,28.88247673,0,0,0,0,0,0,14.11804008,10.83598995
932,1985192381,-92.33663502,28.8809918,0,2.046010017,0,0,4.436689854,0,3.954730034,3.208590031
933,1985192381,-91.65350317,28.88088707,0,4.169310093,0,0,17.74527931,0,0,0
934,1985192381,-94.10386055,28.87973046,0,0,0,0,0,0,0.683040023,0
935,1985192381,-89.51508381,28.87963144,0,0,12.17105007,0,0,0,15.04850006,14.93994999
936,1985192381,-91.85228333,28.87861667,0,4.378369808,0,0,14.03820038,0,5.040400028,1.370820045
937,1985192381,-91.69037677,28.87695004,0,3.810679913,0,0,13.10042,0,0,2.857990026
938,1985192381,-91.65421339,28.87685574,0,4.169310093,0,0,17.74527931,0,0,0
939,1985192381,-92.25303081,28.87667631,0,3.412549973,0,0,5.519770145,0,1.692970037,4.145679951
940,1985192381,-92.22711412,28.87660383,0,4.766620159,0,0,6.645579815,0,1.997830033,3.630100012
941,1985192381,-91.86781782,28.87568135,0,4.378369808,0,0,14.03820038,0,5.040400028,1.370820045
942,1985192381,-91.38324306,28.87556235,0,0,0,0,26.27333069,0,7.773789883,3.841130018
